title,year,description,genre
snake eyes: g.i. joe origins,2021,"Snake Eyes zostaje przyjęty do starożytnego japońskiego klanu Arashikage, którego członkowie szkolą go na wojownika ninja. Jego honor i lojalność szybko zostają jednak wystawione na ciężką próbę, a on sam może stracić zaufanie najbliższych.",action
incendiary,2008,"Młoda kobieta staje w obliczu śmierci męża i syna. Musi poradzić sobie z tęsknotą, żalem i wyrzutami sumienia.",drama
the yellow handkerchief,2008," Pewnego spokojnego popołudnia w prowincjonalnym miasteczku w Luizjanie, Martine wsiada do obcego kabrioletu. Kierowca Gordy - niezdarny, młody włóczęga, który zerkał na... ",drama
spirala,1978,"Do tatrzańskiego schroniska przybywa konfliktowy turysta. Gdy nazajutrz znika, pensjonariusze rozpoczynają poszukiwania. ",drama
les combattants,2014,"Spokojny Arnaud zakochuje się w twardej i trudnej do zdobycia Madeleine. Gdy mroczne wizje dziewczyny zaczną się spełniać, znajdą się w niebezpieczeństwie. ",comedy
6 days,2017,Irańska ambasada w Londynie zostaje zaatakowana przez uzbrojonych napastników. Elitarna brytyjska jednostka SAS otrzymuje zadanie odbicia budynku.,action
heojil kyolshim,2022,"Prowadząc śledztwo w sprawie śmierci mężczyzny, detektyw zaczyna odczuwać fascynację i podejrzliwość wobec wdowy po nim.",crime
"przepraszam, czy tu bija?",1976,"Inspektorzy MO nakłaniają studenta, aby wkupił się w łaski gangstera przygotowującego skok. ",comedy
freedomland,2006,"Para detektywów bada sprawę napadu, która staje się punktem zapalnym rasistowskich zamieszek. ",thriller
twilight zone: the movie,1983," Chcesz zobaczyć coś naprawdę przerażającego?&nbsp;Steven Spielberg wraz z przyjaciółmi zaprasza do świata niesamowitego, niezgłębionego, do bram niekończącej się otchłani... ",horror
apprentice,2016,"Aiman rozpoczyna pracę w singapurskim więzieniu o zaostrzonym rygorze, gdzie jego gorliwość znajduje uznanie u odchodzącego na emeryturę kata.",drama
workingmans death,2005," Nie ma już człowieka pracy. Pozostał robotnik - ktoś gorszy, ktoś, komu się nie udało. Ktoś, komu praca nie daje godności, lecz ją odbiera. Przyzwyczajeni do wygodnego... ",documentary
pokhoronite menya za plintusom,2009,"Sasza mieszka z apodyktyczną babcią, która nastawia go przeciwko matce. Chłopiec staje się przyczyną konfliktu między dwiema kobietami.",drama
hasta la vista!,2011,"Trzech niepełnosprawnych kumpli udaje się w szaloną podróż do Hiszpanii, by urzeczywistnić tam swoje seksualne fantazje.",comedy
potiche,2010,"Gdy szef fabryki parasolek zostaje odsunięty od władzy przez zbuntowanych pracowników, jego niepozorna żona bierze sprawy w swoje ręce.",comedy
manolete,2008,Historia najsłynniejszego hiszpańskiego torreadora i jego wielkiej miłości do aktorki. Kobieta nauczyła go jak żyć i jak umierać.,romance
on deadly ground,1994,"Forrest Taft postanawia udaremnić plany koncernu naftowego, który chce zagospodarować dziewicze tereny Alaski.",thriller
playtime,1967,"Drogi Pana Hulot oraz młodej Amerykanki, która zwiedza Paryż, ciągle się krzyżują. Żadne z nich nie potrafi odnaleźć się w mieście pełnym nowych technologii.",comedy
milf,2018,"Trzy przyjaciółki po&nbsp;czterdziestce leczą złamane serca na&nbsp;południu Francji, oddając się gorącym romansom z&nbsp;dużo młodszymi mężczyznami.",comedy
american mary,2012,"Studentka medycyny pilnie potrzebuje pieniędzy. Aby szybko je zarobić, przenika do podziemnego świata nielegalnych zabiegów chirurgicznych.",horror
la finestra di fronte,2003," Życie pewnej młodej kobiety płynie bardzo zwyczajnie. Ma zwyczajną rodzinę i zwyczajne problemy. Zwyczajne kłótnie rzadko zakłócają bieg zwyczajnych, podobnych do siebie... ",drama
cartel land,2015,Matthew Heineman bada stan problemu narkotykowego na granicy amerykańsko-meksykańskiej.,documentary
11.6,2013,"Tuni Musolin pracownik firmy ochroniarskiej, planuje przejąć furgonetkę przeznaczoną do konwoju pieniędzy.",thriller
pelle erobreren,1987,Łódź wypełniona szwedzkimi emigrantami przybywa na wyspę Bornholm. Wśród przybyszów są Lasse Karlsson i jego syn Pelle.,drama
atm,2012," Pewnej nocy, troje znajomych z pracy postanawia wstąpić do bankomatu. Nie wiedzą jednak, że będzie to najgorsza noc w ich życiu. Zostają bowiem uwięzieni przez nieznanego... ",thriller
blast from the past,1999,"Pan Webber, przekonany, że słyszy eksplozję bomby atomowej, schodzi z żoną do schronu, gdzie wkrótce rodzi się im syn. Po trzydziestu pięciu latach Adam wychodzi na powierzchnię, by uzupełnić zapasy i znaleźć sobie dziewczynę.",comedy
call girl,2012,"Sztokholm, rok 1976. Pewna nastoletnia prostytutka jest świadkiem w śledztwie, które ma doprowadzić do przewrotu na szczytach władzy.",drama
about last night,2014,"Historia dwóch zupełnie od siebie różnych par, które zapoczątkowały swoją znajomość w barze.&nbsp;",comedy
kodachrome,2017,"Umierający fotograf i skłócony z nim syn zarządzający firmą muzyczną razem udają się na wyprawę do ostatniego zakładu, który wciąż wywołuje klisze Kodachrome.",drama
brodeuses,2004,Dwie samotne kobiety zaprzyjaźniają się po przypadkowym spotkaniu.,drama
next floor,2008,Podczas eleganckiego bankietu goście spadają piętro niżej wraz ze zjadanym posiłkiem. ,short
ang babaeng humayo,2016,Po trzydziestu latach spędzonych w więzieniu kobieta zostaje uniewinniona. Decyduje się zemścić na byłym kochanku. ,drama
le feu follet,1963," Alain (Maurice Ronet), mężczyzna w średnim wieku, od dawna pozostaje we francuskiej klinice, gdzie został posłany przez żonę, aby leczyć się z alkoholizmu. Budzą się w... ",drama
indignation,2016," Zrealizowany na podstawie słynnej powieści Philipa Rotha film ""Wzburzenie - opowieść o dojrzewaniu"" ukazuje losy Marcusa Messnera (Logan Lerman), wzorowego ucznia i... ",drama
euphoria,2017,"Poróżnione siostry spotykają się po kilku latach. Obie podróżują do odizolowanej, tajemniczej posiadłości, gdzie Emilie wyjawia Ines swoją tajemnicę.&nbsp;",drama
fear street,2021,"Grupa nastoletnich przyjaciół przypadkiem staje twarzą w twarz z mroczną siłą, która od ponad 300 lat gnębi ich miasteczko i ma na swoim koncie serię brutalnych morderstw. Witajcie w Shadyside.",horror
tomcats,2001,"Sześciu przyjaciół wpłaca określoną kwotę na fundusz inwestycyjny i składa przysięgę, wedle której ten, co najdłużej zostanie kawalerem - zgarnie całą pulę. Po latach jeden z nich ma problemy finansowe, więc postanawia zdobyć pieniądze.",comedy
"8 rzeczy, ktorych nie wiecie o facetach",2022,"O pięć lat starsi, ale niekoniecznie dojrzalsi faceci znowu ruszają do akcji! ",comedy
the lords of salem,2012,Prezenterka radiowa przypadkowo wchodzi w posiadanie tajemniczej płyty.,horror
the day the earth stood still,1951,"W stolicy USA ląduje kosmita, który pragnie spotkać się ze wszystkimi przywódcami błękitnej planety. Splot wydarzeń powoduje, iż przybysz zamieszkuje u ziemskiej rodziny.",sci-fi
a kind of loving,1962," Film to starannie przemyślany romans, który rozgrywa się w przemysłowej strefie angielskiego Lancashire. Bohaterami opowieści są Vic (Alan Bates) i Ingrid (June Ritchie),... ",drama
addicted,2014,"Zoe, bizneswoman, żona i matka, wdaje się w romans z malarzem, tracąc powoli kontrolę nad swoim życiem.&nbsp;",drama
big miracle,2012,Wolontariuszka Greenpeace i reporter miejskiej gazety starają się uratować uwięzioną pod lodem rodzinę szarych wielorybów.,drama
moms night out,2014,"Przyjaciółki postanawiają w końcu zaplanować wspólny wieczór bez dzieci, a ich podopiecznymi mają zająć się mężowie. Co może pójść nie tak?",comedy
butter,2011,Dziesięcioletnia dziewczynka bierze udział w konkursie na najlepszą rzeźbą wykonaną z masła. Do rywalizacji przystępują również: ambitna Laura Pickler i striptizerka Brooke.,comedy
w sypialni,2012,"Edyta umawia się z mężczyznami przez Internet, a potem ich usypia, by móc spędzić noc w ich mieszkaniach. Sytuacja zmieni się, kiedy pozna młodszego od siebie Patryka.",drama
mia madre,2015,Reżyserka boryka się z problemami rodzinnymi i chorobą matki. ,drama
clown,2014,"Kochający ojciec w dniu urodzin swojego syna zakłada kostium klauna, który, będąc częścią klątwy, wyzwala mordercze skłonności.",horror
surveillance,2008,"Dwoje agentów FBI usiłuje odkryć, kto stoi za morderstwami na odludziu, gdzie każdy ma coś do ukrycia i opowiada inną historię.",thriller
king of new york,1990,Po wyjściu z więzienia Fran planuje przejąć biznes narkotykowy na terenie Nowego Jorku.,thriller
3000 miles to graceland,2001,Podczas obchodów corocznego święta Elvisa Presleya grupa byłych skazańców dokonuje napadu na duże kasyno w Las Vegas. Jeden z przestępców planuje przejąć cały łup dla siebie. ,comedy
what men want,2019,"Agentka sportowa zyskuje nieoczekiwaną przewagę, gdy zaczyna słyszeć myśli mężczyzn. Postanawia przechytrzyć kolegów i dostać awans, podpisując kontrakt z przyszłą gwiazdą NBA.",comedy
simindis kundzuli,2014,"Jest 1992 rok, trwa wojna abchasko-gruzińska. Mieszkająca na wyizolowanej wyspie nastoletnia Asida odkrywa, że w okolicy ukrywa się gruziński żołnierz. ",drama
post tenebras lux,2012,Do domu położonego w środku mrocznego lasu przeprowadza się rodzina z dziećmi. Po pewnym czasie ludzie stopniowo tracą panowanie nad własnym zachowaniem.,drama
the burbs,1989,"Niecodzienne zachowanie nowych sąsiadów wzbudza podejrzenia Raya Petersona, który wraz z przyjaciółmi postanawia ich śledzić.",comedy
professor marston and the wonder women,2017,"Doktor Marston prowadzi badania nad ludzką psychiką. Praca inspiruje go do stworzenia superbohaterki, Wonder Woman. ",biography
in dubious battle,2016,Jim Nolan dołącza do ruchu strajkowego pracowników sezonowych i zostaje liderem wymykającego się spod kontroli buntu.,drama
stacja,2001,Na odludnej stacji benzynowej zatrzymuje się ciężko ranny gangster z torbą pełną pieniędzy. ,thriller
fanboys,2009,"Czterech fanów ""Gwiezdnych wojen"" wyrusza na ranczo George'a Lucasa, by włamać się do jego domu i obejrzeć najnowszą część sagi. ",comedy
the weekend away,2022,"Najlepsza przyjaciółka Beth znika podczas wycieczki do&nbsp;Chorwacji. Beth próbuje ustalić, co się z&nbsp;nią stało, ale każdy kolejny trop okazuje się kłamstwem.",thriller
day of the dead,2008,"Kiedy małe miasto w stanie Colorado zostaje opanowane przez zombie, niewielka grupa ocalałych podejmuje nierówną walkę o życie.",horror
the art of war,2000,Ambasador Chin ginie przed podpisaniem ważnej umowy handlowej z resztą świata. W jego morderstwo zostaje wrobiony dowódca jednostki specjalnej ONZ.,thriller
8 rue de lhumanite,2021,"Gdy w&nbsp;Paryżu zaczyna obowiązywać kwarantanna, dziwaczni mieszkańcy apartamentowca muszą przyzwyczaić się do&nbsp;nowego życia - i&nbsp;do siebie nawzajem.",comedy
quo vadis,1951,"Historia rzymskiego patrycjusza - Winicjusza, który zakochuje się w pięknej niewolnicy - Ligii. ",drama
all the kings men,1949," ""Gubernator"" to ekranizacja słynnej powieści Roberta Penna Warrena z rewelacyjną kreacją Brodericka Crawforda, którego wyróżniono Oscarem '49 za najlepszą rolę męską.... ",drama
the informer,2019,"Były żołnierz i przestępca pracuje pod przykrywką, infiltrując polską mafię, dla której jest przemytnikiem. Po nieudanej akcji trafia do więzienia, gdzie kontroluje dostawy narkotyków.",crime
superfast!,2015,"Vin Serento jest szefem gangu, który organizuje nielegalne wyścigi samochodowe. Policjant Lucas White dostaje zadanie, jakim jest przeniknięcie do świata przestępczego. ",comedy
elementarteilchen,2006," Michel (Christian Ulmen), młody biolog, pracoholik oraz jego przyrodni brat Bruno (Moritz Bleibtreu), pogrążony się w kryzysie psychicznym nałogowy konsument pornografii,... ",drama
smukke mennesker,2010,Czworo ludzi marzących o miłości i bliskości chce wierzyć w lepsze jutro.,drama
cujo,1983,"Kiedy spokojny i przyjazny pies bernardyn zostaje ukąszony przez nietoperza, staje się bezlitosną bestią.",horror
blue highway,2013,"Dillon i Kerry, świeży przyjaciele, odbywają nieśpieszną podróż po Stanach szlakiem ulubionych filmów. ",comedy
i confess,1953,Kościelny dozorca spowiada się z popełnionego zabójstwa. Wskutek zbiegu okoliczności duchowny zostaje głównym podejrzanym zbrodni. ,thriller
flocken,2015,"Czternastoletnia Jennifer oznajmia, że została zgwałcona przez kolegę z klasy. Jednak nikt w to nie wierzy, a cała wioska obraca się przeciwko niej i jej bliskim. ",drama
a place in the sun,1951,Pochodzący z biednej rodziny chłopak dostaje pracę u bogatego wuja i zakochuje się w dwóch kobietach.,drama
the breed,2006,Podczas wypoczynku na wyspie piątka przyjaciół zostaje zaatakowana przez stado agresywnych psów.,horror
il capitale umano,2013,"Losy dwóch rodzin łączą się, gdy w noc przed Wigilią zostaje potrącony rowerzysta. ",drama
czy lucyna to dziewczyna?,1934,"Młoda i wykształcona Lucyna przebiera się za chłopca, by dostać pracę w firmie ojca. Wkrótce trafia pod skrzydła inżyniera Żarnowskiego. ",comedy
donbass,2018," Akcja filmu rozgrywa się w Donbasie, wschodnim regionie Ukrainy, kontrolowanym przez liczne grupy przestępcze. Trwa wojna hybrydowa – konflikt pomiędzy ukraińską armią... ",drama
kreuzweg,2014,"Nastoletnia Marie jest członkiem fundamentalistycznej społeczności katolickiej, która odrzuca wszystko, co współczesne. By zbliżyć się do Jezusa, dziewczyna podąża Drogą Krzyżową. ",drama
avalon,2001,"W niedalekiej przyszłości ludzie uzależnieni są od gry wojennej. Wirtualna rzeczywistość pochłania wielu do tego stopnia, że stają się niczym wegetujące rośliny.",sci-fi
eter,2018,"Doktor podaje dawkę eteru kobiecie, którą chce uwieść. Kiedy ofiara umiera, lekarz zmienia zatrudnienie i tam kontynuuje swoje medyczne eksperymenty. ",drama
obywatel piszczyk,1988,Po opuszczeniu więzienia Jan Piszczyk zamierza prowadzić zwyczajne życie. Poznanie opozycjonistki Renaty komplikuje jego plany. ,comedy
ararat,2002,"Przesłuchiwany przez funkcjonariusza celnego młody człowiek opowiada, jak zmieniło się jego życie podczas kręcania filmu fabularnego o ludobójstwie Ormian.",drama
stories of lost souls,2005," Sześć krótkich historii o zwycięstwie, desperacji, wytrwałości i odwadze. W obliczu tragicznych i tajemniczych zarazem zdarzeń sześć różnych osób, z których każda... ",drama
shadow of a doubt,1943,"""Mała Charlie"" postanawia spędzić czas ze swoim wujkiem. Dwaj detektywi, którzy są na jego tropie, podejrzewają, że jest on seryjnym mordercą kobiet. ",thriller
lying and stealing,2019," Zadłużona aktorka oraz złodziej sztuki łączą siły, żeby dokonać śmiałej kradzieży i uwolnić się od kłopotów.&nbsp; ",crime
behaving badly,2014,"Osiemnastoletni Rick i jego przyjaciółka planują wyruszyć w podróż, by poznać korzenie rock'n'rolla. Młodzi starają się uporać z byłym chłopakiem dziewczyny, który nie pozwala jej odejść.",comedy
eyjafjallojokull,2013,Rozwiedzione małżeństwo wyrusza wspólnie w podróż na ślub córki.,comedy
fuocoammare,2016,Dokument przedstawiający życie na włoskiej wyspie&nbsp;Lampedusa&nbsp;w czasie&nbsp;europejskiego kryzysu migracyjnego.,documentary
close,2022,Zmysłowa opowieść o przyjaźni dwóch trzynastoletnich chłopców. ,drama
nude area,2014,Młoda Holenderka poznaje w saunie piękną Arabkę. Jest to początek erotycznej fascynacji dwóch nastolatek.,drama
